Region;Academie;Département;Commune;Nom_etablissement;UAI;Type établissement;Statut_public_prive;Code Postal;Adresse_1;Adresse_2;Mail;Effectif;Education Prioritaire;Cite_educative;QPV;ULIS;SEGPA;Section_sport;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Lien_ONISEP;SIREN_SIRET;nom_circonscription;ministere_tutelle;Debut_Labellisation;Fin_Labellisation;coordonnee_Y;coordonnee_X;epsg;precision_localisation;Latitude;Longitude;Position;Engagement_30minAPQ
Auvergne-Rhône-Alpes;Lyon;Ain;Bellignat;Lycée polyvalent Arbez-Carme;0011119L;Lycée;Public;01810;1 rue Pierre et Marie Curie;;ce.0011119L@ac-lyon.fr;;;;200 à 300m;1;0;1;0;0;1;http://geolocalisation.onisep.fr/01-ain/bellignat/lycee/lycee-polyvalent-arbez-carme.html;19011119500011;;Ministère de l'éducation nationale;2018-01-09;2021-01-09;6575647.3;902846.0;EPSG:2154;Numéro de rue;46.25025093;5.633449768;46.2502509339,5.63344976758;
Auvergne-Rhône-Alpes;Lyon;Ain;Dagneux;Collège Marcel Aymé;0011142L;Collège;Public;01120;chemin de Marigneux;;ce.0011142L@ac-lyon.fr;510;;;Hors QP;0;0;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8655;19011142700018;;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6530219.2;861779.1;EPSG:2154;Numéro de rue;45.85240324;5.085010412;45.85240324180457,5.0850104115852695;
Hauts-de-France;Amiens;Aisne;Anizy-le-Château;Collège Louis Sandras;0020002S;Collège;Public;02320;3 rue Jean Zay;;Ce.0020002S@ac-amiens.fr;552;;;Hors QP;0;1;1;0;0;0;http://geolocalisation.onisep.fr/moncollege/02-aisne/anizy-le-chateau/college/college-louis-sandras.html;19020002200019;Circonscription d'inspection du 1er degré de Laon;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6934871.4;732797.9;EPSG:2154;Numéro de rue;49.51232994;3.452699204;49.5123299401,3.4526992036;
Hauts-de-France;Amiens;Aisne;Saint-Quentin;Lycée Pierre de la Ramée;0020049T;Lycée;Public;02100;1 rue Jules Siegfried;;ce.0020049t@ac-amiens.fr;;;;500 à 1000m;0;0;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5702;19020049300012;;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6972649.0;721617.1;EPSG:2154;Numéro de rue;49.85225712;3.300359391;49.85225712442357,3.30035939122238;
Hauts-de-France;Amiens;Aisne;Chamouille;Ecole primaire Les Deux Vallées;0020203K;Ecole;Public;02860;12 rue Eugène Grenier;;ce.0020203K@ac-amiens.fr;213;;;Hors QP;0;0;0;0;0;0;;21020145500024;Circonscription d'inspection du 1er degré du Laonnois;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6930449.9;748393.1;EPSG:2154;Numéro de rue;49.4715986;3.667430455;49.4715986038456,3.6674304551477555;1
Hauts-de-France;Amiens;Aisne;Ciry-Salsogne;Ecole maternelle;0020293H;Ecole;Public;02220;9 rue de Montpellier;;ce.0020293H@ac-amiens.fr;73;;;Hors QP;0;0;0;0;0;0;;21020182800022;Circonscription d'inspection du 1er degré du Soissonnais;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6918179.2;733792.5;EPSG:2154;Numéro de rue;49.36225067;3.465070075;49.36225067330369,3.465070075071212;
Hauts-de-France;Amiens;Aisne;Amifontaine;Ecole primaire;0020319L;Ecole;Public;02190;Rue des Megrets;;ce.0020319L@ac-amiens.fr;91;;;Hors QP;0;0;0;0;0;0;;21020013500023;Circonscription d'inspection du 1er degré du Laonnois;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6931929.7;766448.1;EPSG:2154;Rue;49.48327018;3.916659925;49.48327018032588,3.9166599245693816;
Hauts-de-France;Amiens;Aisne;Villers-Cotterêts;Ecole primaire Moncond Huy 1;0021330K;Ecole;Public;02600;Rue Lavoisier;;ce.0021330K@ac-amiens.fr;329;;;300 à 500m;1;0;0;0;0;0;;21020783300091;Circonscription d'inspection du 1er degré de Villers-Cotterêts;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6906000.0;707108.2;EPSG:2154;Rue;49.25362373;3.097620626;49.2536237324,3.09762062556;1
Hauts-de-France;Amiens;Aisne;Chauny;Collège Victor Hugo;0021493M;Collège;Public;02301;5 rue André Ternynck;BP 16;Ce.0021493M@ac-amiens.fr;570;;;300 à 500m;1;1;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5858;19021493200013;Circonscription d'inspection du 1er degré de Chauny;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6946871.6;715490.4;EPSG:2154;Numéro de rue;49.62082861;3.214260433;49.62082861270309,3.214260433490945;
Hauts-de-France;Amiens;Aisne;Montaigu;Ecole primaire;0021546V;Ecole;Public;02820;4 rue du Prieuré;;ce.0021546V@ac-amiens.fr;63;;;Hors QP;0;0;0;0;0;0;;21020475600048;Circonscription d'inspection du 1er degré du Laonnois;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6937583.0;759947.7;EPSG:2154;Numéro de rue;49.5347204;3.827810571;49.534720402596236,3.827810570514538;1
Hauts-de-France;Amiens;Aisne;Soissons;Collège Saint-Just;0021691C;Collège;Public;02200;14 rue des Cordeliers;;Ce.0021691C@ac-amiens.fr;536;;;500 à 1000m;1;0;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14185;19021691100015;Circonscription d'inspection du 1er degré de Soissons Centre;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6920410.3;723624.4;EPSG:2154;Numéro de rue;49.3827624;3.325259764;49.38276240166077,3.325259763505805;
Hauts-de-France;Amiens;Aisne;Aulnois-sous-Laon;Ecole primaire;0021827A;Ecole;Public;02000;Rue de Chambry;;ce.0021827A@ac-amiens.fr;136;;;Hors QP;0;0;0;0;0;0;;21020037400028;Circonscription d'inspection du 1er degré de Laon;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6945446.9;744848.5;EPSG:2154;Rue;49.60663208;3.6201704;49.6066320836,3.6201703998;
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Cusset;Collège Maurice Constantin Weyer;0030010V;Collège;Public;03300;Avenue Antoinette Mizon;BP 301;ce.0030010V@ac-clermont.fr;682;REP;;200 à 300m;1;1;1;0;0;0;http://geolocalisation.onisep.fr/moncollege/03-allier/cusset/college/college-maurice-constantin-weyer.html;19030010300024;;Ministère de l'éducation nationale;2019-01-09;2022-01-09;6559674.0;735065.6;EPSG:2154;Numéro de rue;46.13596769;3.454209957;46.1359676907,3.4542099569;
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Dompierre-sur-Besbre;Collège Louis Pergaud;0030013Y;Collège;Public;03290;Chemin du Bois des Millets;;ce.0030013Y@ac-clermont.fr;364;;;Hors QP;1;0;0;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1629;19030013700014;;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6602530.3;751816.6;EPSG:2154;ZONE_ADRESSAGE;46.52078706;3.675931174;46.520787064199546,3.6759311735723887;
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Vichy;Collège Saint-Dominique;0030070K;Collège;Privé;03200;10 boulevard Carnot;;ce.0030070K@ac-clermont.fr;381;;;300 à 500m;0;0;1;0;0;0;http://geolocalisation.onisep.fr/moncollege/03-allier/vichy/college/college-saint-dominique.html;77906626500017;;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6558196.0;732718.8;EPSG:2154;Numéro de rue;46.12277616;3.423709381;46.1227761644,3.4237093814;
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Néris-les-Bains;Ecole élémentaire;0030297G;Ecole;Public;03310;14 rue Marceau;;ce.0030297G@ac-clermont.fr;122;;;Hors QP;0;0;0;0;0;0;;21030195800026;Circonscription d'inspection du 1er degré de Montluçon I;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6576716.8;673795.8;EPSG:2154;Numéro de rue;46.28983466;2.659619818;46.28983465784483,2.6596198177883643;1
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Malicorne;Ecole Primaire;0030425W;Ecole;Public;03600;1 place de la Mairie;;ce.0030425W@ac-clermont.fr;83;;;Hors QP;0;0;0;0;0;0;;21030159400029;Circonscription d'inspection du 1er degré de Montluçon II;Ministère de l'éducation nationale;2018-01-09;2021-01-09;6577991.6;683097.7;EPSG:2154;Numéro de rue;46.30161085;2.78040026;46.3016108547,2.78040025972;
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Varennes-sur-Allier;Ecole élémentaire George Sand;0030472X;Ecole;Public;03150;Place de l'Hôtel de Ville;;ce.0030472X@ac-clermont.fr;172;;;Hors QP;1;0;0;0;0;0;;21030298000086;Circonscription d'inspection du 1er degré de Moulins II;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6579361.8;731067.0;EPSG:2154;Numéro de rue;46.31344564;3.403720304;46.31344563573636,3.4037203043058866;1
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Cosne-d'Allier;Ecole élémentaire;0030536S;Ecole;Public;03430;22 route André Messager;;ce.0030536S@ac-clermont.fr;119;;;Hors QP;1;0;0;0;0;0;;21030084400037;Circonscription d'inspection du 1er degré de Montluçon II;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6597575.1;686946.8;EPSG:2154;Numéro de rue;46.47803836;2.829860515;46.4780383634988,2.829860515335148;1
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Hérisson;Ecole Primaire;0030579N;Ecole;Public;03190;14 allée Jean Macé;;ce.0030579N@ac-clermont.fr;28;;;Hors QP;0;0;0;0;0;0;;21030127100024;Circonscription d'inspection du 1er degré de Montluçon II;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6601026.6;677585.7;EPSG:2154;Numéro de rue;46.50887046;2.707679351;46.5088704633248,2.707679350982852;1
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Creuzier-le-Vieux;Ecole élémentaire Les Arloings;0030608V;Ecole;Public;03300;23 rue de la Mairie;;ce.0030608V@ac-clermont.fr;152;;;Hors QP;0;0;0;0;0;0;;21030094300037;Circonscription d'inspection du 1er degré de Vichy I;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6562367.2;733837.0;EPSG:2154;Numéro de rue;46.16028175;3.438489772;46.160281750225565,3.4384897721647363;
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Bourbon-l'Archambault;Ecole élémentaire;0030658Z;Ecole;Public;03160;Rue Saint Georges;;ce.0030658Z@ac-clermont.fr;148;;;Hors QP;1;0;0;0;0;0;;21030036400036;Circonscription d'inspection du 1er degré de Moulins I;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6609137.0;704550.8;EPSG:2154;Numéro de rue;46.58225812;3.059430052;46.582258120785916,3.05943005237815;
Auvergne-Rhône-Alpes;Clermont-Ferrand;Allier;Ainay-le-Château;Ecole primaire;0030705A;Ecole;Public;03360;Rue Communale;;ce.0030705A@ac-clermont.fr;99;;;Hors QP;0;0;0;0;0;0;;21030003400027;Circonscription d'inspection du 1er degré de Montluçon II;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6623311.6;676391.7;EPSG:2154;Ville;46.70948914;2.690970283;46.70948913720985,2.690970282773798;
Provence-Alpes-Côte d'Azur;Aix-Marseille;Alpes-de-Haute-Provence;Manosque;Ecole primaire LE COLOMBIER;0040198U;Ecole;Public;04100;Boulevard Martin Nalin LE COLOMBIER;;ce.0040198U@ac-aix-marseille.fr;267;;;500 à 1000m;1;0;0;0;0;0;;21040112100020;Circonscription d'inspection du 1er degré de Manosque;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6308328.1;924283.0;EPSG:2154;Numéro de rue;43.83831219;5.788999826;43.83831219358028,5.788999826049897;
Provence-Alpes-Côte d'Azur;Aix-Marseille;Alpes-de-Haute-Provence;Manosque;Ecole primaire La Luquèce;0040199V;Ecole;Public;04100;Boulevard Pasteur;;ce.0040199V@ac-aix-marseille.fr;242;REP;;Moins de 100m;0;0;0;0;0;0;;21040112100111;Circonscription d'inspection du 1er degré de Manosque;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6307199.8;923660.4;EPSG:2154;Numéro de rue;43.82836248;5.780770189;43.82836248183229,5.7807701887675105;
Provence-Alpes-Côte d'Azur;Aix-Marseille;Alpes-de-Haute-Provence;Manosque;Ecole primaire Les Plantiers;0040200W;Ecole;Public;04100;Rue Paul Arène QUA DES NAVES;;ce.0040200W@ac-aix-marseille.fr;151;REP;;Moins de 100m;0;0;0;0;0;0;;21040112100095;Circonscription d'inspection du 1er degré de Manosque;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6306526.0;923985.0;EPSG:2154;BATIMENT;43.82219982;5.784507304;43.822199824656764,5.784507304392112;1
Provence-Alpes-Côte d'Azur;Aix-Marseille;Alpes-de-Haute-Provence;Manosque;Ecole maternelle SAINT LAZARE;0040345D;Ecole;Public;04100;Allée de Provence;;ce.0040345D@ac-aix-marseille.fr;86;;;Moins de 100m;0;0;0;0;0;0;;21040112100079;Circonscription d'inspection du 1er degré de Manosque;Ministère de l'éducation nationale;2018-01-09;2021-01-09;6307530.0;924172.0;EPSG:2154;Numéro de rue;43.83116981;5.787270491;43.8311698148,5.78727049075;
Provence-Alpes-Côte d'Azur;Aix-Marseille;Hautes-Alpes;Gap;Ecole primaire privée Saint Coeur;0050458W;Ecole;Privé;05000;1 place LADOUCETTE;;ce.0050458W@ac-aix-marseille.fr;251;;;ND;0;0;0;0;0;0;;78243676000014;Circonscription d'inspection du 1er degré de Gap St.Bonnet;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6389438.3;944733.9;EPSG:2154;Numéro de rue;44.56102582;6.082419409;44.56102582374877,6.082419408784127;1
Provence-Alpes-Côte d'Azur;Aix-Marseille;Hautes-Alpes;Gap;Collège Fontreyne;0050480V;Collège;Public;05000;6 chemin de Graffinel;Quartier Fontreyne;ce.0050480V@ac-aix-marseille.fr;689;;;Hors QP;1;1;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15858;19050480300015;;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6386933.0;943137.0;EPSG:2154;BATIMENT;44.53904841;6.061104063;44.53904841153986,6.061104063275448;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Antibes;Lycée Jacques Audiberti;0060001U;Lycée;Public;06605;63 boulevard Wilson;CS 60529;ce.0060001u@ac-nice.fr;;;;Hors QP;0;0;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5903;19060001500019;;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6283665.0;1032553.1;EPSG:2154;Numéro de rue;43.5739979;7.11733027;43.573997903960006,7.117330269586457;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Nice;Lycée Don Bosco;0060773H;Lycée;Privé;06000;40 Place Don Bosco;;ce.0060773h@ac-nice.fr;;;;Au sein d'un QP;0;0;1;0;0;0;http://geolocalisation.onisep.fr/06-alpes-maritimes/nice/lycee/lycee-don-bosco.html;30426539000019;;Ministère de l'éducation nationale;2018-01-09;2021-01-09;6299347.1;1044980.9;EPSG:2154;Numéro de rue;43.70896009;7.281420477;43.7089600932,7.28142047674;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Cannes;Collège les Mûriers;0060799L;Collège;Public;06400;5 rue René Dunan;;ce.0060799l@ac-nice.fr;779;REP;;300 à 500m;1;1;0;0;0;0;http://geolocalisation.onisep.fr/moncollege/06-alpes-maritimes/cannes/college/college-les-muriers.html;19060799400018;;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6280633.9;1020529.7;EPSG:2154;Numéro de rue;43.55229686;6.966840333;43.5522968573,6.96684033303;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Nice;Collège Frédéric Mistral;0060840F;Collège;Public;06000;59 avenue Yvonne Vittone;;ce.0060840f@ac-nice.fr;768;;;200 à 300m;1;1;1;0;0;0;http://geolocalisation.onisep.fr/moncollege/06-alpes-maritimes/nice/college/college-frederic-mistral.html;19060840600012;;Ministère de l'éducation nationale;2019-01-09;2022-01-09;6295137.5;1039628.8;EPSG:2154;Numéro de rue;43.67372499;7.212340364;43.6737249928,7.21234036356;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Nice;Collège Alphonse Daudet;0061002G;Collège;Public;06000;176 rue de France;;ce.0061002g@ac-nice.fr;593;;;Hors QP;1;0;0;0;0;0;http://geolocalisation.onisep.fr/moncollege/06-alpes-maritimes/nice/college/college-alphonse-daudet.html;19061002200013;;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6297354.1;1042252.9;EPSG:2154;Numéro de rue;43.69237759;7.246301034;43.6923775933,7.24630103361;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Nice;Collège Port Lympia;0061277F;Collège;Public;06300;31 boulevard Stalingrad;;ce.0061277f@ac-nice.fr;767;;;Hors QP;1;1;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10603;19061277000015;Circonscription d'inspection du 1er degré de Nice I;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6298108.1;1045567.3;EPSG:2154;Numéro de rue;43.69754148;7.287849592;43.697541477193425,7.287849592022771;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Cannes;Collège André Capron;0061342B;Collège;Public;06400;6 avenue de Madrid;;0061342b@ac-nice.fr;351;;;Hors QP;0;0;1;0;0;0;http://geolocalisation.onisep.fr/moncollege/06-alpes-maritimes/cannes/college/college-andre-capron.html;19061342200012;;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6280328.3;1026072.8;EPSG:2154;Numéro de rue;43.54702484;7.035129666;43.5470248443,7.0351296656;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;L'Escarène;Collège François Rabelais;0061826C;Collège;Public;06440;Chemin du Castel;;ce.0061826c@ac-nice.fr;343;;;Hors QP;0;0;0;0;0;0;http://geolocalisation.onisep.fr/moncollege/06-alpes-maritimes/l-escarene/college/college-francois-rabelais.html;19061675500012;;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6314305.7;1049863.8;EPSG:2154;Numéro de rue;43.84096575;7.352120438;43.8409657476,7.35212043795;
Provence-Alpes-Côte d'Azur;Nice;Alpes-Maritimes;Roquefort-les-Pins;Collège César;0062056C;Collège;Public;06330;1600 Route de Valbonne;;ce.0062056c@ac-nice.fr;703;;;Hors QP;0;0;0;0;0;0;http://geolocalisation.onisep.fr/moncollege/06-alpes-maritimes/roquefort-les-pins/college/college-cesar.html;20001154200012;;Ministère de l'éducation nationale;2018-01-09;2021-01-09;6293204.0;1025617.1;EPSG:2154;Numéro de rue;43.66293429;7.037640567;43.6629342879,7.03764056684;
Auvergne-Rhône-Alpes;Grenoble;Ardèche;Aubenas;Lycée polyvalent Marcel Gimond;0070003R;Lycée;Public;07205;boulevard de l'Europe;BP 144;Ce.0070003R@ac-grenoble.fr;;;;Moins de 200m;0;0;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5630;19070003900018;;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6392139.4;809724.1;EPSG:2154;Numéro de rue;44.6196994;4.383130418;44.61969939913845,4.383130418390217;
Auvergne-Rhône-Alpes;Grenoble;Ardèche;Aubenas;Lycée polyvalent Astier;0070004S;Lycée;Public;07200;quartier Roqua;BP 60145;Ce.0070004S@ac-grenoble.fr;;;;300 à 500m;1;0;1;0;0;0;http://geolocalisation.onisep.fr/07-ardeche/aubenas/lycee/lycee-polyvalent-astier.html;19070004700011;;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6392976.4;810075.1;EPSG:2154;Rue;44.62717799;4.387739458;44.6271779852,4.38773945819;
Auvergne-Rhône-Alpes;Grenoble;Ardèche;Joyeuse;Collège Vallée de la Beaume;0070012A;Collège;Public;07260;110 allée Marcel Violet;;Ce.0070012A@ac-grenoble.fr;247;;;Hors QP;1;0;0;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2830;19070012000024;Circonscription d'inspection du 1er degré d'Aubenas 2;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6376483.4;798186.1;EPSG:2154;Numéro de rue;44.48049965;4.234627501;44.48049965376543,4.23462750081875;
Auvergne-Rhône-Alpes;Grenoble;Ardèche;Le Teil;Collège Marcel Chamontin;0070847H;Collège;Public;07401;24 avenue du 8 Mai;BP 2;Ce.0070847H@ac-grenoble.fr;689;;;300 à 500m;1;0;1;0;0;0;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4330;19070847900018;Circonscription d'inspection du 1er degré d'Aubenas 2;MINISTERE DE L'EDUCATION NATIONALE;2022-01-09;2025-01-09;6384620.7;834063.4;EPSG:2154;Numéro de rue;44.54776465;4.687829562;44.54776464978906,4.687829561841285;
Auvergne-Rhône-Alpes;Grenoble;Ardèche;Ruoms;Collège privé Saint-Joseph;0070863A;Collège;Privé;07120;12 avenue de Vallon;;stjo-ruoms@wanadoo.fr;208;;;Hors QP;0;0;1;0;0;0;http://geolocalisation.onisep.fr/moncollege/07-ardeche/ruoms/college/college-prive-saint-joseph.html;77626108300021;Circonscription d'inspection du 1er degré d'Aubenas 2;Ministère de l'éducation nationale;2020-01-09;2023-01-09;6373177.3;806978.7;EPSG:2154;Numéro de rue;44.44944947;4.344460568;44.4494494656,4.34446056847;
